customer_id;month_of_year;store_id;total_sales
4666;2;13;35.12
4666;3;13;41.90
4666;7;13;73.84
4666;9;13;24.81
4666;12;13;50.58
4667;6;15;44.30
4668;5;15;15.48
4670;1;17;24.12
4670;2;17;27.28
4670;3;17;37.26
4670;5;17;11.08
4670;6;17;3.99
4670;7;17;15.57
4670;8;17;50.36
4670;9;17;38.70
4670;10;17;10.98
4671;1;11;18.14
4671;3;11;16.33
4674;5;7;36.03
4674;8;6;17.51
4674;10;7;71.26
4674;12;7;39.44
4676;1;16;23.12
4676;2;16;100.65
4676;4;16;41.19
4676;5;16;72.04
4676;6;16;20.24
4676;7;16;115.17
4676;8;16;16.35
4676;9;16;127.40
4676;10;16;83.20
4676;11;16;59.21
4676;12;16;59.32
4677;4;11;22.61
4677;5;11;30.30
4677;10;11;4.86
4677;12;11;21.47
4678;1;13;41.62
4678;2;13;34.23
4678;3;13;14.46
4678;6;13;20.88
4678;8;13;10.72
4678;9;13;38.09
4678;12;13;25.77
4680;4;6;46.48
4680;8;6;16.95
4680;9;6;24.81
4680;12;6;62.50
4681;12;14;12.43
4682;1;15;88.04
4682;2;15;21.95
4682;3;15;23.07
4686;1;7;34.74
4686;5;7;34.66
4687;7;24;22.87
4687;10;24;55.41
4688;3;6;37.27
4690;5;13;32.19
4690;6;13;15.03
4690;7;13;6.99
4690;10;13;10.94
4690;11;13;42.07
4690;12;13;60.50
4691;1;17;9.92
4691;3;17;3.74
4691;4;17;57.04
4691;5;17;72.45
4691;6;17;18.88
4691;7;17;50.31
4691;9;17;25.92
4691;11;17;62.11
4692;5;15;54.15
4692;10;15;22.78
4693;4;3;37.91
4693;5;3;57.41
4693;6;3;39.96
4693;7;3;68.36
4693;8;3;103.21
4693;9;3;6.87
4693;11;3;25.08
4693;12;3;10.36
4694;4;6;26.86
4695;3;13;34.77
4695;4;13;43.40
4695;7;13;31.63
4695;8;13;59.93
4695;10;13;117.37
4695;12;13;68.25
4697;10;15;27.81
4699;6;15;16.53
4699;8;15;41.73
4700;3;17;21.52
4700;4;17;29.21
4700;5;17;38.55
4700;6;17;1.30
4700;8;17;49.88
4700;9;17;46.76
4700;10;17;22.87
4700;12;17;28.65
4703;11;15;38.47
4704;2;7;11.35
4704;3;7;20.28
4704;6;6;49.80
4704;8;7;15.91
4705;12;15;56.13
4707;1;11;30.06
4707;8;11;27.12
4707;10;11;12.30
4707;11;11;29.90
4707;12;11;62.89
4709;1;22;12.59
4709;4;22;31.25
4709;8;22;4.96
4711;1;3;26.38
4711;5;3;57.08
4711;6;3;86.04
4711;9;3;13.60
4711;10;3;38.03
4711;11;3;17.94
4712;9;15;47.55
4712;11;15;4.38
4713;3;6;38.20
4713;4;6;7.92
4716;8;14;4.61
4719;3;23;16.38
4719;7;23;29.70
4719;9;23;38.70
4719;10;23;75.18
4719;12;23;44.30
4722;3;7;30.64
4725;9;7;22.73
4725;11;6;18.23
4725;11;7;19.91
4726;3;11;37.95
4726;7;11;31.04
4726;8;11;30.52
4726;10;11;47.63
4727;1;16;98.76
4727;2;16;76.81
4727;3;16;45.68
4727;4;16;36.09
4727;6;16;152.81
4727;7;16;199.46
4727;8;16;97.95
4727;9;16;19.65
4727;10;16;45.63
4727;11;16;115.26
4727;12;16;38.12
4728;1;7;34.91
4728;2;7;23.41
4728;3;7;2.24
4730;7;2;18.13
4736;1;13;17.02
4736;3;13;27.17
4736;5;13;12.49
4736;8;13;41.34
4739;6;15;74.70
4739;8;15;36.83
4739;10;15;55.79
4739;11;15;37.47
4739;12;15;24.42
4743;1;7;39.45
4743;2;6;22.23
4743;2;7;57.42
4743;8;6;30.59
4744;8;24;12.45
4750;3;11;44.42
4750;6;11;21.39
4750;8;11;68.00
4750;12;11;16.21
4752;11;15;14.85
4756;1;7;5.48
4756;12;6;37.21
4763;2;24;36.41
4763;10;24;45.80
4763;12;24;29.58
4764;8;24;11.54
4764;12;24;47.42
4767;2;16;10.51
4767;3;16;37.88
4767;4;16;48.14
4767;5;16;150.51
4767;6;16;43.77
4767;7;16;125.56
4767;8;16;160.83
4767;10;16;73.13
4767;11;16;132.99
4767;12;16;60.55
4772;1;2;23.44
4772;2;2;11.08
4772;9;2;17.48
4774;3;11;23.64
4774;4;11;20.32
4774;10;11;34.22
4775;7;17;15.39
4775;9;17;43.45
4775;10;17;47.29
4776;3;7;23.52
4776;5;6;41.10
4776;9;7;29.95
4778;1;3;25.31
4778;6;3;22.76
4778;11;3;56.27
4778;12;3;38.26
4779;1;13;10.68
4779;6;13;10.68
4779;8;13;44.65
4779;9;13;2.46
4782;8;24;50.82
4783;3;13;36.96
4783;8;13;37.22
4784;1;11;42.24
4784;5;11;17.75
4784;8;11;38.59
4784;11;11;14.39
4784;12;11;102.93
4787;1;2;12.51
4787;12;2;8.83
4791;2;24;11.66
4791;5;24;14.91
4791;11;24;35.52
4792;8;24;37.63
4798;1;7;8.16
4798;3;6;37.29
4798;5;7;3.69
4798;10;6;18.09
4798;10;7;15.18
4800;6;2;7.03
4803;1;23;38.73
4803;2;23;36.72
4803;3;23;32.24
4803;6;23;6.93
4803;7;23;34.72
4803;9;23;42.97
4803;11;23;44.80
4803;12;23;5.04
4804;1;13;47.85
4804;6;13;18.50
4804;7;13;62.95
4804;9;13;6.28
4808;1;11;6.39
4808;3;11;43.43
4808;6;11;32.56
4808;10;11;35.68
4808;11;11;3.46
4809;12;6;43.51
4810;3;23;28.42
4810;4;23;45.93
4810;5;23;41.32
4810;6;23;76.58
4810;7;23;17.21
4810;8;23;39.12
4810;9;23;12.58
4810;12;23;77.34
4813;1;7;50.35
4813;6;7;18.09
4814;5;11;21.70
4814;6;11;28.67
4814;8;11;12.49
4814;9;11;28.15
4815;1;15;8.91
4815;5;15;20.82
4815;10;15;19.99
4816;7;24;9.71
4816;12;24;8.70
4818;7;14;18.02
4819;7;6;40.67
4819;11;7;23.42
4821;10;6;35.68
4821;11;6;35.89
4822;3;22;13.85
4824;1;3;18.66
4824;4;3;80.34
4824;6;3;145.50
4824;7;3;13.73
4824;8;3;15.17
4824;11;3;45.42
4824;12;3;8.47
4825;1;6;28.58
4825;5;7;16.15
4825;12;6;23.56
4827;6;6;17.56
4827;10;6;14.21
4828;2;7;23.17
4828;5;7;30.98
4828;8;6;11.64
4828;11;6;23.54
4828;11;7;24.44
4829;6;11;63.46
4832;7;15;17.60
4832;8;15;43.06
4833;3;24;20.12
4834;7;24;16.66
4836;6;11;66.30
4836;11;11;50.61
4838;8;15;7.67
4838;10;15;4.26
4841;8;15;34.81
4841;12;15;13.92
4842;1;7;14.96
4842;7;6;22.45
4842;9;6;9.63
4843;2;24;8.92
4843;6;24;27.20
4843;11;24;8.55
4843;12;24;22.63
4844;8;24;19.03
4845;7;24;32.74
4845;12;24;44.54
4846;1;17;109.17
4846;3;17;20.24
4846;4;17;39.36
4846;6;17;41.67
4846;8;17;63.09
4846;11;17;19.58
4846;12;17;23.14
4847;8;11;38.22
4848;1;15;26.03
4849;4;15;9.66
4849;8;15;8.09
4849;12;15;11.61
4850;5;15;58.78
4850;10;15;9.72
4855;7;7;16.12
4855;12;7;18.60
4856;4;15;52.29
4856;5;15;28.33
4858;1;17;48.12
4858;2;17;38.12
4858;3;17;21.59
4858;4;17;41.27
4858;5;17;68.46
4858;6;17;17.27
4858;7;17;34.28
4858;8;17;40.12
4858;10;17;33.33
4858;12;17;108.75
4859;12;14;14.72
4861;5;7;35.69
4861;10;7;31.24
4862;9;15;32.58
4863;1;2;19.82
4863;4;2;44.00
4864;1;24;28.62
4864;4;24;15.33
4867;3;24;33.48
4867;6;24;38.82
4868;1;16;47.12
4868;2;16;153.94
4868;3;16;8.72
4868;4;16;17.58
4868;5;16;34.96
4868;6;16;71.75
4868;7;16;146.01
4868;8;16;143.35
4868;9;16;38.08
4868;11;16;26.71
4873;1;17;4.98
4873;4;17;2.79
4873;5;17;31.54
4873;8;17;7.65
4873;9;17;38.42
4873;10;17;19.58
4873;11;17;89.72
4873;12;17;42.81
4874;1;24;16.77
4874;11;24;45.20
4875;1;13;5.97
4875;3;13;79.93
4875;6;13;9.15
4875;7;13;42.63
4875;9;13;19.88
4875;12;13;18.97
4876;4;15;48.57
4877;3;15;45.01
4877;4;15;38.50
4877;7;15;22.47
4879;10;24;43.00
4881;2;13;28.95
4881;3;13;6.24
4881;4;13;17.67
4881;9;13;86.67
4881;12;13;17.75
4884;2;6;9.92
4884;4;6;1.14
4885;1;24;35.57
4885;8;24;8.70
4886;1;24;51.45
4892;1;17;57.80
4892;2;17;20.45
4892;3;17;6.24
4892;5;17;15.81
4892;6;17;88.56
4892;8;17;17.31
4892;9;17;46.53
4892;10;17;18.90
4892;11;17;44.49
4892;12;17;19.35
4898;8;24;29.15
4898;10;24;37.85
4900;3;13;33.49
4900;5;13;9.63
4900;11;13;44.66
4900;12;13;120.94
4901;7;15;10.74
4901;12;15;27.20
4902;4;6;40.20
4903;1;3;38.95
4903;2;3;50.29
4903;6;3;16.83
4903;8;3;19.08
4903;10;3;60.54
4903;12;3;36.48
4906;6;11;3.66
4906;11;11;33.17
4906;12;11;26.38
4909;2;7;21.59
4909;3;6;8.88
4909;11;6;69.50
4910;2;24;27.06
4910;11;24;12.96
4910;12;24;23.46
4915;2;24;28.96
4915;10;24;50.46
4916;4;15;33.98
4916;6;15;26.41
4917;5;14;32.57
4917;9;14;21.33
4919;2;15;9.42
4920;3;15;2.85
4925;1;16;39.79
4925;2;16;47.56
4925;3;16;17.72
4925;4;16;51.55
4925;5;16;35.03
4925;6;16;36.13
4925;7;16;27.94
4925;8;16;162.87
4925;9;16;118.21
4925;11;16;52.75
4925;12;16;13.69
4926;9;7;3.48
4926;10;6;24.46
4927;12;14;10.10
4928;2;13;16.17
4928;3;13;56.75
4928;7;13;16.71
4928;8;13;18.36
4928;10;13;12.28
4928;11;13;15.44
4934;3;24;49.90
4938;1;13;11.44
4938;2;13;24.54
4938;3;13;36.17
4938;4;13;68.66
4938;5;13;14.44
4938;7;13;24.46
4938;8;13;36.72
4938;11;13;24.63
4938;12;13;39.92
4939;10;2;19.22
4942;8;11;11.49
4942;9;11;54.02
4942;10;11;10.89
4942;12;11;39.77
4943;1;24;62.16
4943;5;24;26.59
4943;12;24;23.20
4946;8;24;25.72
4948;3;13;5.19
4948;6;13;59.37
4948;8;13;3.82
4948;9;13;10.62
4949;8;15;28.59
4950;2;7;39.44
4951;6;15;46.49
4951;7;15;24.63
4954;3;11;53.87
4954;9;11;22.72
4954;11;11;24.84
4955;4;24;21.49
4958;2;23;52.21
4958;3;23;17.54
4958;5;23;35.12
4958;7;23;77.93
4958;9;23;62.67
4958;10;23;45.33
4958;11;23;44.99
4959;2;13;38.48
4959;3;13;37.92
4959;7;13;37.06
4961;3;13;54.08
4961;4;13;20.79
4961;8;13;34.21
4961;9;13;23.33
4961;11;13;20.85
4962;1;11;6.54
4962;3;11;28.92
4962;4;11;24.80
4962;6;11;24.97
4963;3;24;12.52
4963;5;24;68.39
4964;12;2;8.16
4967;8;7;46.24
4967;11;7;4.66
4968;4;24;34.76
4968;9;24;17.25
4973;2;17;18.09
4973;3;17;24.15
4973;5;17;15.15
4973;8;17;16.34
4973;9;17;41.04
4973;11;17;33.46
4973;12;17;66.19
4974;6;7;8.06
4974;11;7;9.44
4980;10;24;11.26
4982;4;24;44.94
4982;12;24;56.70
4985;1;23;19.29
4985;2;23;52.29
4985;3;23;96.99
4985;5;23;22.11
4985;7;23;24.99
4985;11;23;32.96
4985;12;23;26.35
4986;9;15;44.45
4987;6;15;34.05
4987;8;15;5.84
4988;10;2;15.42
4990;6;7;41.92
4991;3;24;29.23
4992;4;6;62.05
4992;8;7;34.08
4993;10;14;35.31
4995;1;13;29.81
4995;8;13;19.96
4995;9;13;14.26
4995;11;13;42.32
4998;1;3;46.78
4998;2;3;80.50
4998;3;3;34.06
4998;4;3;41.45
4998;8;3;22.66
4998;11;3;53.72
4998;12;3;35.97
5000;1;11;22.52
5000;5;11;97.06
5000;9;11;3.74
5001;2;7;20.36
5001;10;6;29.47
5001;10;7;22.92
5001;12;6;44.09
5002;2;23;142.07
5002;3;23;8.22
5002;4;23;24.07
5002;8;23;28.53
5002;10;23;31.83
5004;4;7;28.26
5005;1;14;13.35
5005;2;14;7.40
5009;1;7;23.27
5009;3;7;15.21
5009;5;7;12.63
5009;7;7;27.35
5009;8;7;29.70
5011;4;24;26.04
5013;2;7;48.22
5013;5;6;38.08
5013;8;7;11.12
5013;11;6;32.61
5013;12;7;30.99
5014;8;6;12.82
5015;2;2;16.55
5015;8;2;25.44
5016;1;7;18.03
5018;4;7;58.98
5018;10;6;43.53
5019;1;23;86.51
5019;3;23;4.92
5019;4;23;47.87
5019;6;23;17.88
5019;7;23;27.87
5019;8;23;45.70
5019;9;23;47.46
5019;11;23;134.85
5022;1;15;5.19
5022;11;15;35.02
5023;6;6;37.59
5024;11;15;25.22
5025;7;24;38.65
5026;1;17;73.78
5026;2;17;62.14
5026;5;17;37.23
5026;6;17;1.04
5026;7;17;65.91
5026;8;17;9.46
5026;9;17;70.19
5026;11;17;43.68
5026;12;17;83.81
5030;9;24;33.53
5030;12;24;21.57
5031;4;6;18.53
5031;4;7;10.51
5031;5;6;13.96
5032;1;15;46.91
5032;3;15;5.56
5032;6;15;41.94
5037;1;24;55.40
5037;2;24;12.64
5038;1;17;64.06
5038;2;17;29.03
5038;4;17;119.11
5038;7;17;34.44
5038;10;17;34.54
5038;11;17;26.64
5040;7;15;40.27
5040;12;15;33.76
5042;1;24;42.38
5043;7;15;6.18
5046;6;14;14.84
5047;2;11;48.13
5047;3;11;43.11
5047;6;11;30.73
5047;7;11;13.36
5048;5;15;33.62
5050;1;17;44.39
5050;2;17;7.95
5050;3;17;49.91
5050;4;17;14.84
5050;5;17;19.14
5050;7;17;27.98
5050;11;17;44.42
5051;5;24;21.80
5052;5;14;13.68
5054;4;7;18.29
5054;8;6;39.86
5054;9;7;26.37
5056;2;15;45.32
5056;5;15;19.94
5056;7;15;41.52
5057;2;14;9.43
5060;1;13;59.87
5060;3;13;88.58
5060;5;13;69.15
5060;7;13;61.45
5060;11;13;48.75
5060;12;13;25.42
5061;10;7;48.71
5062;2;6;28.93
5062;2;7;1.74
5063;3;3;83.77
5063;4;3;29.84
5063;5;3;69.73
5063;6;3;8.69
5063;7;3;67.38
5063;8;3;45.67
5063;10;3;43.78
5063;11;3;42.91
5063;12;3;21.33
5067;3;17;31.34
5067;4;17;38.91
5067;5;17;16.60
5067;6;17;55.67
5067;7;17;49.18
5067;8;17;35.01
5067;10;17;43.86
5067;11;17;63.26
5068;9;22;34.73
5068;12;22;23.31
5070;5;13;49.99
5070;7;13;18.43
5070;8;13;18.06
5070;10;13;12.89
5070;11;13;32.13
5072;3;6;8.28
5072;7;6;27.97
5074;6;15;7.80
5074;8;15;35.55
5079;2;6;75.17
5080;5;15;65.72
5080;8;15;15.90
5085;2;24;48.16
5085;6;24;32.44
5085;11;24;26.05
5086;2;7;17.84
5086;7;7;17.37
5086;12;6;17.12
5088;1;13;19.72
5088;4;13;50.61
5088;7;13;32.86
5088;8;13;31.46
5088;10;13;46.65
5088;11;13;28.24
5088;12;13;29.01
5091;12;24;12.46
5092;2;17;18.39
5092;3;17;68.37
5092;4;17;43.93
5092;9;17;69.42
5092;11;17;6.08
5092;12;17;43.20
5094;3;14;22.41
5095;2;7;18.39
5095;4;6;45.82
5095;6;7;5.03
5095;7;6;64.99
5095;12;6;7.78
5096;4;7;52.55
5096;10;7;24.05
5096;11;7;29.51
5097;12;14;16.56
5101;3;15;22.65
5101;11;15;19.73
5103;11;24;26.26
5104;5;24;16.07
5104;8;24;9.62
5105;4;11;24.22
5105;6;11;15.86
5106;5;11;43.92
5106;7;11;11.75
5107;4;6;96.06
5107;9;7;30.81
5109;4;15;18.78
5109;10;15;68.82
5112;10;11;11.04
5112;12;11;27.13
5113;7;7;43.77
5116;8;15;34.84
5116;12;15;35.74
5118;2;11;30.39
5118;3;11;15.45
5118;4;11;65.19
5118;9;11;8.44
5120;2;7;42.55
5120;5;6;13.20
5121;5;2;7.96
5121;11;2;5.42
5123;5;11;57.66
5123;9;11;32.37
5125;1;17;16.77
5125;4;17;24.06
5125;5;17;36.74
5125;6;17;28.55
5125;7;17;13.63
5125;10;17;15.89
5125;12;17;55.43
5126;6;24;38.21
5126;11;24;10.58
5126;12;24;42.08
5127;2;15;11.91
5127;6;15;44.04
5127;11;15;49.05
5130;4;11;21.65
5130;5;11;51.34
5131;2;24;29.25
5131;5;24;21.32
5133;11;7;32.17
5134;2;3;7.58
5134;3;3;39.98
5134;7;3;11.48
5134;8;3;66.28
5134;9;3;25.75
5134;10;3;69.63
5134;11;3;49.26
5135;2;6;36.28
5135;9;6;48.74
5135;12;6;24.77
5137;8;24;9.36
5138;11;24;49.31
5141;2;7;23.48
5141;6;6;52.04
5142;1;11;3.82
5142;6;11;15.00
5142;12;11;50.28
5143;2;17;25.94
5143;3;17;22.79
5143;5;17;13.38
5143;9;17;51.15
5143;12;17;87.80
5144;3;7;27.42
5144;7;6;12.42
5144;7;7;33.84
5144;8;6;28.83
5144;10;6;46.03
5144;11;7;52.33
5147;1;13;14.32
5147;7;13;37.03
5147;8;13;22.99
5147;10;13;50.84
5147;11;13;10.24
5147;12;13;6.18
5150;8;24;48.02
5152;8;24;19.62
5153;6;11;30.93
5153;9;11;28.91
5153;11;11;40.08
5154;11;14;10.56
5158;1;3;20.01
5158;2;3;25.11
5158;3;3;52.98
5158;4;3;20.82
5158;5;3;48.76
5158;9;3;15.26
5158;10;3;34.20
5158;12;3;26.79
5161;8;7;33.20
5161;10;6;25.31
5161;12;7;13.14
5162;1;22;27.57
5162;2;22;27.44
5162;3;22;38.43
5162;4;22;20.85
5162;10;22;14.51
5162;11;22;35.59
5163;2;3;36.17
5163;5;3;43.48
5163;6;3;27.39
5163;7;3;44.04
5163;8;3;27.39
5163;9;3;35.91
5163;11;3;19.80
5163;12;3;15.51
5164;1;2;23.09
5164;4;2;17.37
5167;2;24;22.80
5167;3;24;35.65
5167;5;24;29.43
5168;5;7;27.16
5168;12;6;44.71
5169;4;15;42.77
5170;2;15;11.10
5170;5;15;34.43
5170;8;15;23.68
5170;9;15;10.20
5171;2;7;26.66
5171;4;7;16.15
5171;5;7;41.97
5171;9;6;26.54
5171;10;6;32.56
5171;12;7;28.73
5173;1;15;36.42
5173;2;15;24.72
5173;3;15;13.32
5174;1;16;37.31
5174;2;16;96.66
5174;3;16;107.36
5174;4;16;81.88
5174;6;16;20.88
5174;7;16;33.68
5174;8;16;52.03
5174;9;16;94.22
5174;10;16;36.22
5174;11;16;110.53
5174;12;16;32.76
5177;7;11;15.02
5177;12;11;18.09
5180;8;24;27.13
5180;9;24;8.64
5182;3;15;28.03
5182;5;15;20.30
5182;7;15;62.89
5183;3;7;44.23
5183;4;6;45.21
5183;5;6;21.72
5183;6;6;21.34
5183;7;7;4.62
5183;8;7;3.75
5185;1;24;30.88
5185;9;24;6.52
5188;2;2;37.71
5188;3;2;11.54
5188;7;2;25.48
5189;11;6;4.71
5189;12;6;9.70
5190;9;7;14.44
5191;5;15;36.50
5191;8;15;17.25
5191;9;15;22.50
5192;3;7;24.70
5192;7;7;34.53
5192;8;6;33.91
5192;8;7;38.93
5193;8;14;15.56
5194;7;15;14.25
5194;10;15;47.52
5195;4;15;47.83
5196;1;13;11.07
5196;4;13;91.93
5196;5;13;17.25
5196;8;13;58.44
5196;9;13;15.88
5196;10;13;45.09
5196;11;13;44.45
5197;12;14;9.06
5199;3;11;10.16
5199;5;11;29.48
5199;6;11;10.29
5200;10;24;13.65
5200;11;24;8.74
5200;12;24;22.02
5201;4;6;7.71
5201;5;6;47.90
5201;6;6;18.04
5201;10;7;35.35
5203;5;6;22.72
5203;9;6;8.44
5204;3;23;22.93
5204;9;23;23.09
5204;10;23;22.71
5206;1;13;47.36
5206;2;13;40.00
5206;3;13;26.58
5206;5;13;13.18
5206;7;13;22.08
5206;11;13;87.54
5206;12;13;32.36
5208;3;7;25.92
5208;7;6;30.37
5209;8;14;16.62
5210;2;17;37.75
5210;4;17;14.46
5210;5;17;56.93
5210;6;17;19.42
5210;7;17;41.06
5210;10;17;5.04
5210;12;17;31.95
5214;9;7;20.42
5214;10;7;35.89
5214;12;7;39.66
5215;10;14;27.13
5216;2;3;35.25
5216;3;3;54.85
5216;4;3;24.50
5216;5;3;32.27
5216;6;3;18.09
5216;7;3;76.00
5216;8;3;23.18
5216;11;3;10.89
5219;1;17;67.05
5219;2;17;19.45
5219;3;17;36.26
5219;4;17;11.05
5219;10;17;45.32
5219;12;17;33.63
5220;1;7;5.76
5220;2;7;47.43
5220;4;6;29.10
5222;4;7;14.43
5222;11;6;15.69
5226;6;6;28.41
5226;10;7;42.95
5226;12;6;18.87
5228;2;24;28.04
5230;1;13;26.20
5230;2;13;27.64
5230;3;13;16.64
5230;5;13;15.58
5230;9;13;12.03
5230;10;13;29.07
5230;11;13;33.36
5231;2;6;26.52
5231;10;6;31.66
5231;11;7;36.17
5232;2;7;28.57
5232;4;6;31.30
5233;2;6;23.49
5233;2;7;31.91
5233;5;6;42.62
5237;5;2;14.98
5237;12;2;14.91
5238;1;17;57.18
5238;3;17;20.08
5238;4;17;97.47
5238;5;17;36.17
5238;7;17;34.78
5240;5;15;13.53
5240;8;15;11.24
5241;3;6;11.60
5241;3;7;45.09
5241;12;6;24.55
5244;7;7;21.57
5244;9;6;27.45
5244;12;7;4.52
5245;1;11;21.97
5245;5;11;26.76
5245;6;11;37.53
5245;7;11;38.08
5245;11;11;10.62
5249;1;7;43.85
5249;5;6;24.72
5250;2;6;25.52
5250;9;6;43.26
5250;11;6;14.30
5253;1;7;32.48
5255;8;24;14.34
5255;10;24;24.07
5256;3;17;16.32
5256;4;17;35.62
5256;6;17;10.11
5256;7;17;95.84
5256;9;17;29.62
5256;11;17;18.83
5256;12;17;134.75
5257;1;13;17.39
5257;4;13;42.20
5257;8;13;50.19
5257;9;13;48.30
5257;11;13;40.82
5259;10;7;65.13
5259;12;6;15.70
5262;1;6;43.03
5264;2;15;41.37
5267;11;15;26.12
5271;9;15;31.11
5274;3;6;10.14
5276;1;15;47.26
5276;8;15;45.34
5276;12;15;97.39
5278;3;11;30.79
5278;4;11;35.98
5278;6;11;7.98
5278;7;11;41.70
5278;8;11;23.44
5278;10;11;26.31
5278;11;11;19.42
5278;12;11;39.86
5279;6;7;46.70
5280;8;7;30.44
5280;9;7;33.10
5280;11;7;32.17
5280;12;7;32.42
5285;3;7;42.73
5285;7;6;31.83
5285;11;6;30.09
5286;6;15;37.71
5286;11;15;44.15
5288;1;13;81.03
5288;6;13;46.76
5289;2;7;25.17
5289;11;7;29.04
5293;2;6;40.30
5293;4;6;24.31
5293;7;6;21.58
5293;7;7;29.36
5293;11;7;21.20
5295;2;16;111.00
5295;3;16;33.90
5295;4;16;43.75
5295;5;16;110.74
5295;6;16;113.58
5295;7;16;124.24
5295;8;16;84.08
5295;10;16;125.04
5295;11;16;72.35
5295;12;16;131.11
5296;2;24;5.94
5297;1;6;26.22
5297;2;7;50.49
5297;4;7;40.97
5297;9;6;13.21
5298;2;6;4.58
5298;7;6;8.56
5298;12;7;32.63
5299;4;14;12.73
5299;12;14;17.40
5301;3;6;27.18
5301;6;6;8.25
5302;1;11;6.57
5302;2;11;13.53
5302;3;11;45.85
5302;5;11;40.85
5302;6;11;35.14
5302;7;11;10.40
5302;8;11;15.00
5302;11;11;45.53
5302;12;11;30.47
5303;1;17;33.10
5303;2;17;15.65
5303;5;17;29.80
5303;8;17;31.01
5303;9;17;35.29
5303;10;17;24.29
5303;11;17;30.16
5303;12;17;56.07
5304;6;15;12.08
5304;8;15;36.91
5304;12;15;32.99
5305;10;11;33.99
5305;12;11;41.20
5307;6;6;37.35
5307;8;6;35.99
5307;8;7;9.45
5308;4;6;18.91
5308;7;6;14.32
5309;5;14;36.93
5310;11;2;33.63
5313;3;24;38.85
5313;6;24;14.60
5317;10;15;17.45
5320;6;24;21.55
5322;7;7;39.98
5322;8;6;45.16
5322;8;7;63.73
5322;12;6;36.49
5325;5;24;1.70
5325;8;24;5.52
5328;4;2;9.51
5329;1;13;37.76
5329;3;13;18.12
5329;4;13;37.00
5329;5;13;19.99
5329;7;13;82.22
5329;12;13;15.35
5331;11;24;24.19
5335;8;15;12.27
5337;7;2;10.93
5338;4;24;30.69
5339;3;11;101.81
5339;4;11;20.52
5339;6;11;4.88
5339;7;11;29.99
5340;1;11;5.49
5340;2;11;12.86
5340;3;11;38.68
5340;6;11;29.45
5341;1;17;34.78
5341;2;17;105.71
5341;5;17;1.42
5341;6;17;19.63
5341;7;17;18.99
5341;11;17;39.72
5341;12;17;17.92
5342;4;15;38.07
5342;12;15;22.29
5345;8;7;41.14
5345;9;6;57.10
5346;4;3;61.01
5346;6;3;36.51
5346;8;3;44.73
5346;9;3;47.74
5346;12;3;51.32
5347;4;6;19.24
5350;2;22;6.11
5350;4;22;6.67
5350;6;22;16.83
5353;1;23;32.37
5353;2;23;81.70
5353;3;23;35.49
5353;4;23;36.44
5353;5;23;55.10
5353;6;23;24.69
5353;7;23;6.52
5353;9;23;51.45
5353;10;23;42.46
5353;12;23;17.91
5354;11;15;27.10
5354;12;15;24.39
5355;2;15;26.88
5355;9;15;25.96
5356;12;2;11.83
5357;5;11;30.43
5358;1;3;42.80
5358;3;3;31.23
5358;4;3;66.48
5358;6;3;40.52
5358;7;3;21.10
5358;8;3;55.33
5358;10;3;39.60
5358;11;3;34.21
5359;1;6;7.29
5360;3;11;18.24
5360;5;11;34.65
5361;6;24;31.33
5361;12;24;40.86
5362;7;24;21.95
5362;10;24;17.18
5365;10;24;28.20
5366;3;15;6.42
5366;8;15;13.10
5368;1;24;30.27
5368;8;24;8.76
5368;11;24;42.91
5370;7;24;22.56
5370;11;24;32.83
5373;1;24;46.07
5373;9;24;9.18
5374;1;16;41.31
5374;2;16;36.09
5374;3;16;19.40
5374;4;16;74.95
5374;5;16;55.94
5374;6;16;38.40
5374;7;16;62.51
5374;8;16;106.45
5374;9;16;50.18
5374;10;16;108.45
5374;11;16;19.57
5374;12;16;14.11
5376;1;3;45.08
5376;2;3;49.44
5376;3;3;98.92
5376;6;3;35.77
5376;8;3;23.92
5376;9;3;1.68
5376;11;3;17.02
5376;12;3;25.06
5379;1;17;51.59
5379;2;17;5.85
5379;3;17;16.86
5379;5;17;26.21
5379;6;17;32.65
5379;7;17;33.91
5379;8;17;49.00
5379;10;17;39.10
5380;1;7;30.16
5380;4;6;17.76
5380;4;7;4.83
5385;5;15;7.64
5385;12;15;7.83
5387;4;6;10.48
5387;4;7;32.11
5387;7;7;27.09
5387;8;7;20.00
5388;2;11;25.20
5388;3;11;5.76
5388;4;11;59.00
5388;11;11;66.18
5388;12;11;35.98
5389;1;7;46.68
5389;3;7;26.61
5389;9;7;42.58
5389;10;6;28.60
5389;11;7;18.44
5392;12;14;6.20
5393;8;6;8.83
5393;9;7;20.40
5394;9;6;38.03
5394;9;7;52.83
5396;1;11;72.98
5396;4;11;19.28
5396;5;11;26.57
5397;3;2;14.00
5398;1;17;35.04
5398;3;17;27.49
5398;5;17;73.70
5398;6;17;43.12
5398;7;17;26.00
5398;8;17;36.19
5398;9;17;5.61
5398;11;17;37.20
5398;12;17;33.05
5400;4;15;22.24
5400;12;15;35.72
5401;8;6;4.30
5401;10;6;44.43
5405;2;11;33.21
5405;3;11;10.01
5405;6;11;17.42
5405;7;11;20.16
5405;10;11;42.66
5405;12;11;34.11
5407;6;24;82.65
5407;11;24;45.82
5408;6;6;18.57
5408;8;6;11.28
5408;11;6;37.77
5410;1;17;13.47
5410;2;17;62.26
5410;3;17;29.78
